"id","trial","trial_index","abstract","treatment","treatment_string","title","abstract_text","stimulus","decision1_read_resp","decision1_read_rt","decision1_cite_resp","decision1_cite_rt","for_read_resp","for_read_resp_factor","for_read_rt","for_cite_resp","for_cite_resp_factor","for_cite_rt","decision2_read_resp","decision2_read_rt","decision2_cite_resp","decision2_cite_rt","rethink_resp","rethink_rt","read1_rt","read2_rt"
30,15,131,15,1,"hypothesis-consistent","Metacognitive Training and Acceptance and Commitment Therapy in GAD","The purpose of this study was to examine symptom change in a randomized controlled trial of metacognitive training (MT) and acceptance and commitment therapy (ACT) for generalized anxiety disorder (GAD). Based on recent meta-analytic findings on GAD, we expected to observe greater symptom reductions in the MT group compared to the ACT group. N = 164 individuals with GAD were randomly assigned to MT (n = 80) or ACT (n = 84). The Generalized Anxiety Disorder Scale-7 (GAD-7) was used to measure anxiety symptoms at baseline and at 6-, 12-, and 18-month follow-up. Eighty-nine (54%) individuals experienced improvement gains and 39 (24%) experienced a deterioration of anxiety. In line with our hypothesis, patients in the MT group experienced stronger improvements than those in the ACT group. Rates of symptom change were highest between baseline and first follow-up. Neither individuals in the MT group nor those in the ACT group showed a pronounced further symptom reduction between 12- and 18-month follow-up. The results highlight the beneficial effect of both MT and ACT in the treatment of GAD, but also suggest that MT might lead to more pronounced symptom improvement.","text/15a.html_decision1_read",21,3575,7,2167,4,5,3488,4,5,3344,12,3992,5,2607,0,1343,39366,NA
30,16,140,10,0,"hypothesis-inconsistent","Schema therapy & Openness in Borderline PD","Schema therapy (ST) is known to be an efficacious treatment with medium to large effect sizes in young adults diagnosed with borderline personality disorder (BPD). Nevertheless, patients’ treatment outcomes vary strongly in ST. It remains unclear which factors drive this variability in treatment efficacy. We hypothesized that openness to experience might positively moderate the effectiveness of ST, with individuals with higher levels of openness experiencing more pronounced reductions in symptom burden. 125 participants aged between 18 and 29 years participated in our quasi-experimental pretest/posttest study. Participants completed self-report measures of BPD symptoms and of attitudes about openness to experience before (t0) and after (t1) attending either a 12-session ST program (n = 62) or a wait list condition (n = 63). Participants in the ST condition showed a pronounced symptom improvement while there was no improvement in the wait list condition. Contrary to our hypothesis, improvement over time was negatively moderated by openness to experience in the ST group: Individuals who reported lower levels of openness to experience showed more pronounced reductions in BPD symptoms. The results indicate that high openness to experience might represent a risk factor for treatment non-response in young adults undergoing ST for the treatment of BPD.","text/10b.html_decision1_read",48,4135,33,2960,1,2,2727,1,2,2567,44,2183,14,2288,0,2007,179773,NA
31,1,5,5,0,"hypothesis-inconsistent","Pre-Treatment Symptom Severity in Psychodynamic Therapy for PTSD","To date, there is a lack of knowledge whether psychotherapeutic interventions work equally well in PTSD patients regardless of initial symptom severity. In a randomized controlled trial, we therefore investigated whether treatments would reduce PTSD symptoms differently depending on patients' baseline symptom burden. We postulated that high initial symptom burden would be associated with smaller symptom improvement. A total of 153 PTSD patients were assigned either to six months of psychodynamic therapy (n = 73) or a waiting list control group (n = 80). Symptom severity was measured 1 week before the first therapy session and 1, 3, and 6 months later. Longitudinal multi-level models were fitted. Symptom severity decreased over time only in the treatment group. However, high initial symptom severity predicted greater changes in symptom severity. Contrary to our hypothesis, our results indicate that patients with high pre-treatment symptom severity benefit more from therapy, whereas those with low initial severity benefit less.","text/5b.html_decision1_read",80,27643,97,5029,4,5,8970,5,6,4379,79,10848,92,2630,0,24590,38176,NA
31,2,14,3,0,"hypothesis-inconsistent","Trauma-Focused Cognitive Behavior Therapy in Borderline Personality Disorder","Borderline personality disorder (BPD) is a severe mental illness associated with poor quality of life (QoL). As trauma exposure may be involved in the development of BPD, trauma-focused cognitive behavioral therapy (TF-CBT) might be a beneficial treatment option for patients with the disorder. To examine whether TF-CBT leads to greater increases in QoL compared to standard care in patients with BPD, we conducted a randomized controlled trial comparing standard cognitive behavioral therapy (CBT) alone with TF-CBT. Eighty-nine adult outpatients diagnosed with borderline personality disorder according to the DSM-5 criteria received either CBT (n = 46) or TF-CBT (n = 43). Patients completed self-report measures before randomization and again two months later. Compared with CBT participants, those who underwent TF-CBT experienced smaller improvements in several domains of QoL, including general functioning, physical health, psychological distress, interpersonal problems, and overall QoL. Contrary to our hypothesis, our results suggest that TF-CBT is less beneficial than the standard-care CBT option in terms of improving QoL in individuals with borderline personality disorder.","text/3b.html_decision1_read",78,4720,85,2796,5,6,4955,5,6,4728,79,3846,89,2329,0,3605,48964,NA
31,3,23,13,0,"hypothesis-inconsistent","Systemic Therapy & Metacognitive Therapy in Bipolar I disorder","Recent studies suggest that systemic therapy (ST) provides beneficial effects in terms of reducing symptoms and recurrence rates in mood disorders, which exceed the effects of other therapies such as metacognitive therapy (MT). However, to date, no study has compared the effectiveness of ST and MT in patients with bipolar I disorder (BID). To fill this gap, in a randomized controlled trial, we compared the effectiveness of MT and ST regarding symptom reduction in 163 patients with BID. We hypothesized that symptom reduction would be more pronounced in the ST group than in the MT group. Participants completed symptom severity measures at baseline and at 6-month follow-up. While symptoms decreased in both conditions, the MT group showed a stronger symptom reduction than the ST group. The results provide evidence that ST represents an efficacious treatment option for BID, but that MT is superior.","text/13b.html_decision1_read",67,7792,60,4680,2,3,5508,3,4,3241,68,4397,60,2546,0,1886,32276,NA
31,4,32,15,1,"hypothesis-consistent","Metacognitive Training and Acceptance and Commitment Therapy in GAD","The purpose of this study was to examine symptom change in a randomized controlled trial of metacognitive training (MT) and acceptance and commitment therapy (ACT) for generalized anxiety disorder (GAD). Based on recent meta-analytic findings on GAD, we expected to observe greater symptom reductions in the MT group compared to the ACT group. N = 164 individuals with GAD were randomly assigned to MT (n = 80) or ACT (n = 84). The Generalized Anxiety Disorder Scale-7 (GAD-7) was used to measure anxiety symptoms at baseline and at 6-, 12-, and 18-month follow-up. Eighty-nine (54%) individuals experienced improvement gains and 39 (24%) experienced a deterioration of anxiety. In line with our hypothesis, patients in the MT group experienced stronger improvements than those in the ACT group. Rates of symptom change were highest between baseline and first follow-up. Neither individuals in the MT group nor those in the ACT group showed a pronounced further symptom reduction between 12- and 18-month follow-up. The results highlight the beneficial effect of both MT and ACT in the treatment of GAD, but also suggest that MT might lead to more pronounced symptom improvement.","text/15a.html_decision1_read",87,9224,91,2363,5,6,3204,5,6,2378,90,2263,89,2745,0,1735,43666,NA
31,5,41,4,1,"hypothesis-consistent","Gender & Mindful-Based Cognitive Therapy","Mindfulness-based cognitive therapy (MBCT) has proven to be efficacious for stress reduction and has become increasingly popular over recent years, especially in female patients. However, little research has explored whether its effectiveness is moderated by gender. The current study therefore investigated whether female participants benefit more from MBCT compared to male participants. Seventy-six females and 69 males completed an MBCT program consisting of eight sessions delivered weekly. Stress symptoms were assessed using the Perceived Stress Scale (PSS) at three measurement time points: 1 week before the intervention, 1 week after the intervention and 7 weeks after the intervention. Pre-intervention stress levels were comparable between the two groups. Females reported lower levels of perceived stress after the intervention than did males. No other main effects or interactions emerged across any of the outcome variables. These findings confirm our hypothesis that females may benefit more from MBCT than males.","text/4a.html_decision1_read",87,2563,89,2029,5,6,2436,5,6,4045,87,2146,90,1828,0,1540,21966,NA
31,6,50,1,0,"hypothesis-inconsistent","Delayed Diagnosis of Antisocial PD in Rural Areas","Due to the lack of mental health professionals in many rural areas in the US, residence in a rural area is associated with a delayed diagnosis of mental health conditions. Surprisingly, recent studies did not find this association for individuals with personality disorders. However, given that individuals with antisocial personality disorder (APD) are especially unlikely to seek help, we predicted that those living in rural areas would receive a delayed diagnosis. We conducted a survey study with 183 individuals suffering from APD (N = 64 rural, N = 58 suburban, N = 61 urban areas). Residents of rural areas were not older at the time of diagnosis (M = 28.4 years, SD = 5.3) compared to residents of suburban areas (M = 28.1, SD = 4.6) and urban areas (M = 28.5, SD = 4.9), indicating that diagnosis for individuals with APD is not delayed in rural areas in the US.","text/1b.html_decision1_read",66,4428,60,2596,4,5,3020,4,5,2097,65,2363,66,2013,0,1722,32149,NA
31,7,59,8,0,"hypothesis-inconsistent","Extraversion and Group-Based Approaches in GAD","Individual psychodynamic therapy is consistently found to be more efficacious than group-based psychodynamic therapy in patients with generalized anxiety disorder (GAD). However, in other anxiety disorders, group-based approaches are known to be more effective. Studies on personality risk factors in GAD found that the disorder is strongly associated with low extraversion. Thus, the present study investigated whether the efficacy of group-based psychodynamic therapy is moderated by extraversion. We hypothesized that individuals with low extraversion might benefit less from the advantageous effects of group-based psychodynamic therapy than those with higher extraversion. A total of 134 individuals diagnosed with GAD according to the DSM-5 criteria took part in our randomized controlled trial. Participants were allocated to group-based psychodynamic therapy, individual psychodynamic therapy, or a wait list control group. The Generalized Anxiety Disorder Scale-7 (GAD-7) and the Big Five Inventory (BFI-10) were completed at baseline and 9-month follow-up. GAD-7 scores decreased from baseline to follow-up in the group-based and in the individual condition, while the wait-list group showed no change. Contrary to our hypothesis, symptom reduction was moderated by extraversion only in the individual psychodynamic therapy setting: Individuals reporting lower extraversion tended to show smaller increases compared to more extroverted individuals. The findings suggest that patients with low extraversion benefit less from individual psychodynamic therapy.","text/8b.html_decision1_read",87,5248,87,2163,5,6,2955,5,6,2078,89,2229,86,1913,0,1356,37471,NA
31,8,68,6,1,"hypothesis-consistent","Telepsychotherapy in Social Anxiety Disorder","Social anxiety disorder (SAD) affects approximately 2% of adults worldwide, most commonly during adolescence. Despite skepticism from many practitioners, telepsychotherapy (TPT) represents an efficacious alternative to regular face-to-face psychotherapy (FTF-PT) for various mental disorders. Unfortunately, many studies examining TPT excluded patients with SAD due to their often-found deficits in adapting to new forms of social situations. However, since telepsychotherapy represents a less intense social exposure for individuals with SAD, we assumed that the favorable effects of exposure would be less intense in TPT compared to FTF-PT for patients with SAD. In an experimental design, we gathered 12-month follow-up data for 164 individuals diagnosed with SAD. Participants were randomized either to regular cognitive behavioral psychotherapy (n = 83) or to telepsychotherapy (n = 81). SAD symptom severity was evaluated using the Liebowitz Social Anxiety Scale. Confirming our hypothesis, symptom severity declined in both conditions over time, but the effect was stronger in the FTF-PT condition. These results suggest that individuals with SAD benefit more from FTF-PT compared to TPT. A possible mechanism for this might be that FTF-PT itself represents a more intense social exposure compared to TPT.","text/6a.html_decision1_read",91,4681,89,3112,5,6,2538,5,6,2178,93,2181,91,2045,0,1423,62086,NA
31,9,77,2,1,"hypothesis-consistent","Laxative abuse in Bulimia nervosa and Prolonged Inpatient Stay","Laxative abuse (LA) in patients with bulimia nervosa (BN) is associated with greater suicidality and self-harm as compared to self-induced vomiting (SIV). Due to these unfavorable associations with LA, we assumed that patients who mainly use LA for compensatory purging would also remain in inpatient treatment for longer than BN patients who mainly use SIV. We interviewed 154 patients with BN about their compensatory behaviors following admission to an inpatient clinic for eating disorders. Of these, 102 individuals reported predominantly using SIV while 52 reported predominantly using LA. Compared to patients mainly using SIV (M = 10.5, SD = 4.1), patients primarily using LA stayed in inpatient care for longer (M = 14.3, SD = 3.1). Consistent with other findings on unfavorable associations with LA, we conclude that LA in patients with BN is also associated with prolonged inpatient stays.","text/2a.html_decision1_read",57,4482,65,2464,4,5,2787,3,4,3047,62,2547,62,1763,0,1152,29488,NA
31,10,86,11,0,"hypothesis-inconsistent","Changes in Life Satisfaction after Interpersonal Therapy for Alcohol Abuse Disorder: Teletherapy vs. face-to-face therapy","Interpersonal therapy has become one of the most efficacious treatment options with regard to life satisfaction (LS) for individuals suffering from alcohol abuse disorder (AAD) in the post-acute withdrawal stage. The COVID-19 pandemic has led to an increased need for digital psychotherapy solutions, also in AAD. To date, however, no study has compared the effect of interpersonal therapy on LS in a teletherapy setting versus a face-to-face setting. In a randomized controlled trial, 153 individuals with a previous diagnosis of AAD who had been abstinent for at least six months were randomized to a teletherapy condition or a face-to-face condition. We hypothesized  that participants in the two conditions would experience equivalent increases in LS over the course of six months. LS was assessed with the Satisfaction with Life Scale (SWLS) at baseline and six months later. On average, LS increased between the two measurement time points. Furthermore, using equivalency testing, after six months, patients in the face-to-face condition showed larger increases in LS scores compared to patients in the teletherapy condition. The results suggest that patients with AAD benefit more from traditional interpersonal therapy in a face-to-face setting compared to an interpersonal teletherapy setting.","text/11b.html_decision1_read",54,4030,73,2645,4,5,3988,4,5,1780,62,2280,61,1814,0,1672,57107,NA
31,11,95,9,1,"hypothesis-consistent","Hindsight Bias in MDD and GAD","Hindsight bias in major depressive disorder (MDD) has attracted considerable attention in the mental health literature. MDD and generalized anxiety disorder (GAD) share common associations with several cognitive biases such as the fundamental attribution error and the end-of-history illusion. To our knowledge, no empirical research has compared hindsight bias in MDD and GAD. Based on the current literature, we hypothesized that hindsight bias would be as pronounced in MDD as in GAD. To investigate this, we conducted a quasi-experimental study with 169 participants (84 MDD/ 85 GAD). Hindsight bias was operationalized using both the memory and the hypothetical design. As hypothesized, hindsight bias in both the memory and the hypothetical design was as pronounced in MDD patients as in GAD patients. The results indicate that patients with MDD and GAD show equal levels of hindsight bias.","text/9a.html_decision1_read",67,3752,80,2046,4,5,4656,4,5,1911,70,2878,74,2098,0,1403,38716,NA
31,12,104,14,1,"hypothesis-consistent","Therapist and Patient Agreeableness in Histrionic PD","Several studies have documented that therapeutic relationships play a key role in psychotherapy outcomes in patients with histrionic personality disorder (HPD). However, many studies in this field have investigated the working alliance between therapist and patient but neglected to examine the influence of personality variables – especially therapist variables – on this alliance. In the present study, we examined whether individuals with HPD experience greater symptom improvements in the case of higher levels of agreeableness in both themselves and in their therapist. In 152 patients with HPD, symptom severity was assessed at baseline and after nine months of treatment using the Brief Histrionic Personality Scale. Therapists (N = 42) and patients completed the Big Five Inventory only once, prior to the initiation of treatment. Using multi-level-modelling, we examined whether measurement time point (level 1) would be nested within patients (level 2), who would in turn be nested within therapists (level 3). As expected, individuals with HPD demonstrated a greater symptom improvement when both patient and therapist showed higher scores on agreeableness. The results suggest that agreeableness in both the patient and the therapist positively influences psychotherapy outcomes in HPD.","text/14a.html_decision1_read",90,3345,78,2113,5,6,2439,4,5,2813,88,2547,80,2180,0,1355,34690,NA
31,13,113,7,1,"hypothesis-consistent","Systemic Psychotherapy in OCD","The involvement of caregivers (parents and partners) in systemic psychotherapy (SPT) has gained attention in the mental health literature. Most of the evidence on beneficial treatment effects of systemic involvement comes from studies on affective disorders, while evidence regarding obsessive-compulsive disorder (OCD) is lacking. In this randomized controlled study, we hypothesized that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD.  A total of 147 participants were randomized either to SPT (n = 49), psychodynamic therapy (n = 49), or a wait list condition (n = 49). Symptom burden of OCD was assessed twice at 6-month intervals using the Yale-Brown Obsessive-Compulsive Scale (Y-BOCS). Participants in both the psychodynamic and the SPT condition showed decreases in their symptom burden scores over time. As predicted, using an equivalency test, at 6-month follow-up, there were no differences between the two groups regarding symptom burden. Symptom burden scores for the wait list condition remained unchanged. The findings suggest that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD.","text/7a.html_decision1_read",44,4648,60,2531,3,4,3271,3,4,1763,41,1964,62,1880,0,1254,12556,NA
31,14,122,12,0,"hypothesis-inconsistent","Primary Agoraphobia and Agoraphobia with Fearful Spells","A third of all patients with agoraphobia have primary agoraphobia (PA) without a history of panic disorder (PD), panic attacks, or fearful spells. Individuals with agoraphobia with fearful spells (AwFS) share several functional and structural brain characteristics with individuals with PD, which are not found in individuals with PA. These similarities include reduced cortical thickness in prefrontal brain regions associated with extinction learning. In a randomized controlled trial, we investigated whether individuals with PA show a greater symptom reduction after cognitive behavior therapy (CBT) compared to individuals with AwFS, who might have more difficulties in extinction learning during treatment. Eighty-three participants with AwFs and 94 with PA were randomly assigned to either a 12-week CBT condition (n=91) or a waiting list condition (n=86). Symptom severity was prospectively followed up after 12 weeks using the Panic and Agoraphobia Scale (PAS). Repeated measures ANOVA models were estimated. The interaction effect of treatment x diagnosis x time predicted symptom reduction. Post hoc analyses of this interaction effect revealed that contrary to our hypothesis, individuals with AwFS who underwent CBT experienced the strongest symptom reductions over time. This study provides evidence that AwFS might be associated with increased responsiveness to CBT compared to PA.","text/12b.html_decision1_read",70,2149,92,2114,4,5,2787,5,6,2629,75,2613,87,1963,0,1456,31968,NA
31,15,131,10,1,"hypothesis-consistent","Schema therapy & Openness in Borderline PD","Schema therapy (ST) is known to be an efficacious treatment with medium to large effect sizes in young adults diagnosed with borderline personality disorder (BPD). Nevertheless, patients’ treatment outcomes vary strongly in ST. It remains unclear which factors drive this variability in treatment efficacy. We hypothesized that openness to experience might positively moderate the effectiveness of ST, with individuals with higher levels of openness experiencing more pronounced reductions in symptom burden. 125 participants aged between 18 and 29 years participated in our quasi-experimental pretest/posttest study. Participants completed self-report measures of BPD symptoms and of attitudes about openness to experience before (t0) and after (t1) attending either a 12-session ST program (n = 62) or a wait list condition (n = 63). Participants in the ST condition showed a pronounced symptom improvement while there was no improvement in the wait list condition. Confirming our hypothesis, improvement over time was positively moderated by openness to experience in the ST group: Individuals who reported higher levels of openness to experience showed more pronounced reductions in BPD symptoms. The results indicate that low openness to experience might represent a risk factor for treatment non-response in young adults undergoing ST for the treatment of BPD.","text/10a.html_decision1_read",98,2530,93,2249,6,7,2821,6,7,1912,91,3430,97,2164,0,1323,35484,NA
31,16,140,16,0,"hypothesis-inconsistent","Subclinical Social anxiety and Group Therapy Outcomes","Randomized controlled trials have documented the efficacy of transdiagnostic cognitive behavioral group therapy (TCB-GT). However, little is known about the role of subclinical social anxiety in TCB-GT, which is associated with worse outcomes in other group therapy settings. We hypothesized that individuals with higher social anxiety would experience less pronounced improvements during group therapy. In this multi-center study, 181 patients with panic disorder, obsessive-compulsive disorder, bipolar disorder, generalized anxiety disorder, or posttraumatic stress disorder took part in 20 weekly sessions of TCB-GT. The exclusion criterion was fulfillment of all diagnostic criteria for social anxiety disorder. All participants completed the Liebowitz Social Anxiety Scale (LSAS) at pre-treatment baseline and diagnosis-specific symptom measures at baseline, 10-week follow-up and 20-week follow-up. Strong symptom improvements were observed at both follow-ups, with the exception of the bipolar disorder subgroup at the first follow-up. Inconsistent with our expectation, individuals with lower social anxiety experienced less pronounced improvements during group therapy. The results demonstrate that individuals with high subclinical social anxiety benefit more from TCB-GT compared to individuals with low social anxiety.","text/16b.html_decision1_read",85,3181,95,2013,5,6,3855,5,6,1978,91,2330,90,2046,0,1473,40533,NA
32,1,5,2,1,"hypothesis-consistent","Laxative abuse in Bulimia nervosa and Prolonged Inpatient Stay","Laxative abuse (LA) in patients with bulimia nervosa (BN) is associated with greater suicidality and self-harm as compared to self-induced vomiting (SIV). Due to these unfavorable associations with LA, we assumed that patients who mainly use LA for compensatory purging would also remain in inpatient treatment for longer than BN patients who mainly use SIV. We interviewed 154 patients with BN about their compensatory behaviors following admission to an inpatient clinic for eating disorders. Of these, 102 individuals reported predominantly using SIV while 52 reported predominantly using LA. Compared to patients mainly using SIV (M = 10.5, SD = 4.1), patients primarily using LA stayed in inpatient care for longer (M = 14.3, SD = 3.1). Consistent with other findings on unfavorable associations with LA, we conclude that LA in patients with BN is also associated with prolonged inpatient stays.","text/2a.html_decision1_read",100,12309,80,12051,5,6,7625,3,4,3986,90,8174,60,2944,0,28943,68756,NA
32,2,14,12,0,"hypothesis-inconsistent","Primary Agoraphobia and Agoraphobia with Fearful Spells","A third of all patients with agoraphobia have primary agoraphobia (PA) without a history of panic disorder (PD), panic attacks, or fearful spells. Individuals with agoraphobia with fearful spells (AwFS) share several functional and structural brain characteristics with individuals with PD, which are not found in individuals with PA. These similarities include reduced cortical thickness in prefrontal brain regions associated with extinction learning. In a randomized controlled trial, we investigated whether individuals with PA show a greater symptom reduction after cognitive behavior therapy (CBT) compared to individuals with AwFS, who might have more difficulties in extinction learning during treatment. Eighty-three participants with AwFs and 94 with PA were randomly assigned to either a 12-week CBT condition (n=91) or a waiting list condition (n=86). Symptom severity was prospectively followed up after 12 weeks using the Panic and Agoraphobia Scale (PAS). Repeated measures ANOVA models were estimated. The interaction effect of treatment x diagnosis x time predicted symptom reduction. Post hoc analyses of this interaction effect revealed that contrary to our hypothesis, individuals with AwFS who underwent CBT experienced the strongest symptom reductions over time. This study provides evidence that AwFS might be associated with increased responsiveness to CBT compared to PA.","text/12b.html_decision1_read",74,7348,60,4508,3,4,4549,2,3,3746,66,7523,53,5883,0,2486,75785,NA
32,3,23,16,1,"hypothesis-consistent","Subclinical Social anxiety and Group Therapy Outcomes","Randomized controlled trials have documented the efficacy of transdiagnostic cognitive behavioral group therapy (TCB-GT). However, little is known about the role of subclinical social anxiety in TCB-GT, which is associated with worse outcomes in other group therapy settings. We hypothesized that individuals with higher social anxiety would experience less pronounced improvements during group therapy. In this multi-center study, 181 patients with panic disorder, obsessive-compulsive disorder, bipolar disorder, generalized anxiety disorder, or posttraumatic stress disorder took part in 20 weekly sessions of TCB-GT. The exclusion criterion was fulfillment of all diagnostic criteria for social anxiety disorder. All participants completed the Liebowitz Social Anxiety Scale (LSAS) at pre-treatment baseline and diagnosis-specific symptom measures at baseline, 10-week follow-up and 20-week follow-up. Strong symptom improvements were observed at both follow-ups, with the exception of the bipolar disorder subgroup at the first follow-up. Consistent with our expectation, individuals with higher social anxiety experienced less pronounced improvements during group therapy. The results demonstrate that individuals with high subclinical social anxiety are at particular risk of treatment non-response in TCB-GT.","text/16a.html_decision1_read",60,4477,52,3096,2,3,3216,1,2,5869,57,4475,52,4395,0,1519,57589,NA
32,4,32,7,0,"hypothesis-inconsistent","Systemic Psychotherapy in OCD","The involvement of caregivers (parents and partners) in systemic psychotherapy (SPT) has gained attention in the mental health literature. Most of the evidence on beneficial treatment effects of systemic involvement comes from studies on affective disorders, while evidence regarding obsessive-compulsive disorder (OCD) is lacking. In this randomized controlled study, we hypothesized that SPT is as efficacious as psychodynamic therapy in terms of improving symptom burden in OCD A total of 147 participants were randomized either to SPT (n = 49), psychodynamic therapy (n = 49), or a wait list condition (n = 49). Symptom burden of OCD was assessed twice at 6-month intervals using the Yale-Brown Obsessive-Compulsive Scale (Y-BOCS). Participants in both the psychodynamic and the SPT condition showed decreases in their symptom burden scores over time. However, using an equivalency test, at 6-month follow-up, symptom burden was lower in the psychodynamic group than in the SPT group. Symptom burden scores for the wait list condition remained unchanged. The findings suggest that SPT is less efficacious than psychodynamic therapy in terms of improving symptom burden in OCD.","text/7b.html_decision1_read",18,4157,10,3151,4,5,6481,4,5,2589,19,2936,18,2376,0,2073,25305,NA
32,5,41,6,0,"hypothesis-inconsistent","Telepsychotherapy in Social Anxiety Disorder","Social anxiety disorder (SAD) affects approximately 2% of adults worldwide, most commonly during adolescence. Despite skepticism from many practitioners, telepsychotherapy (TPT) represents an efficacious alternative to regular face-to-face psychotherapy (FTF-PT) for various mental disorders. Unfortunately, many studies examining TPT excluded patients with SAD due to their often-found deficits in adapting to new forms of social situations. However, since telepsychotherapy represents a less intense social exposure for individuals with SAD, we assumed that the favorable effects of exposure would be less intense in TPT compared to FTF-PT for patients with SAD. In an experimental design, we gathered 12-month follow-up data for 164 individuals diagnosed with SAD. Participants were randomized either to regular cognitive behavioral psychotherapy (n = 83) or to telepsychotherapy (n = 81). SAD symptom severity was evaluated using the Liebowitz Social Anxiety Scale. Symptom severity declined in both conditions over time, but contrary to our hypothesis, the effect was stronger in the TPT condition. These results suggest that individuals with SAD benefit more from TPT compared to FTF-PT. A possible mechanism for this might be that in TPT, social cues are experienced as less threatening compared to FTF-PT.","text/6b.html_decision1_read",69,2288,48,2275,3,4,2768,3,4,1346,66,2194,51,2410,0,1677,49476,NA
32,6,50,10,0,"hypothesis-inconsistent","Schema therapy & Openness in Borderline PD","Schema therapy (ST) is known to be an efficacious treatment with medium to large effect sizes in young adults diagnosed with borderline personality disorder (BPD). Nevertheless, patients’ treatment outcomes vary strongly in ST. It remains unclear which factors drive this variability in treatment efficacy. We hypothesized that openness to experience might positively moderate the effectiveness of ST, with individuals with higher levels of openness experiencing more pronounced reductions in symptom burden. 125 participants aged between 18 and 29 years participated in our quasi-experimental pretest/posttest study. Participants completed self-report measures of BPD symptoms and of attitudes about openness to experience before (t0) and after (t1) attending either a 12-session ST program (n = 62) or a wait list condition (n = 63). Participants in the ST condition showed a pronounced symptom improvement while there was no improvement in the wait list condition. Contrary to our hypothesis, improvement over time was negatively moderated by openness to experience in the ST group: Individuals who reported lower levels of openness to experience showed more pronounced reductions in BPD symptoms. The results indicate that high openness to experience might represent a risk factor for treatment non-response in young adults undergoing ST for the treatment of BPD.","text/10b.html_decision1_read",59,2343,47,3142,3,4,2357,3,4,1370,55,2208,45,2016,0,1318,20518,NA
32,7,59,9,1,"hypothesis-consistent","Hindsight Bias in MDD and GAD","Hindsight bias in major depressive disorder (MDD) has attracted considerable attention in the mental health literature. MDD and generalized anxiety disorder (GAD) share common associations with several cognitive biases such as the fundamental attribution error and the end-of-history illusion. To our knowledge, no empirical research has compared hindsight bias in MDD and GAD. Based on the current literature, we hypothesized that hindsight bias would be as pronounced in MDD as in GAD. To investigate this, we conducted a quasi-experimental study with 169 participants (84 MDD/ 85 GAD). Hindsight bias was operationalized using both the memory and the hypothetical design. As hypothesized, hindsight bias in both the memory and the hypothetical design was as pronounced in MDD patients as in GAD patients. The results indicate that patients with MDD and GAD show equal levels of hindsight bias.","text/9a.html_decision1_read",71,1841,52,1993,4,5,3584,3,4,3302,68,2081,52,2143,0,1216,37493,NA
32,8,68,11,0,"hypothesis-inconsistent","Changes in Life Satisfaction after Interpersonal Therapy for Alcohol Abuse Disorder: Teletherapy vs. face-to-face therapy","Interpersonal therapy has become one of the most efficacious treatment options with regard to life satisfaction (LS) for individuals suffering from alcohol abuse disorder (AAD) in the post-acute withdrawal stage. The COVID-19 pandemic has led to an increased need for digital psychotherapy solutions, also in AAD. To date, however, no study has compared the effect of interpersonal therapy on LS in a teletherapy setting versus a face-to-face setting. In a randomized controlled trial, 153 individuals with a previous diagnosis of AAD who had been abstinent for at least six months were randomized to a teletherapy condition or a face-to-face condition. We hypothesized  that participants in the two conditions would experience equivalent increases in LS over the course of six months. LS was assessed with the Satisfaction with Life Scale (SWLS) at baseline and six months later. On average, LS increased between the two measurement time points. Furthermore, using equivalency testing, after six months, patients in the face-to-face condition showed larger increases in LS scores compared to patients in the teletherapy condition. The results suggest that patients with AAD benefit more from traditional interpersonal therapy in a face-to-face setting compared to an interpersonal teletherapy setting.","text/11b.html_decision1_read",71,2753,53,2599,3,4,2699,3,4,1370,70,2719,52,2017,0,1183,29737,NA
32,9,77,15,1,"hypothesis-consistent","Metacognitive Training and Acceptance and Commitment Therapy in GAD","The purpose of this study was to examine symptom change in a randomized controlled trial of metacognitive training (MT) and acceptance and commitment therapy (ACT) for generalized anxiety disorder (GAD). Based on recent meta-analytic findings on GAD, we expected to observe greater symptom reductions in the MT group compared to the ACT group. N = 164 individuals with GAD were randomly assigned to MT (n = 80) or ACT (n = 84). The Generalized Anxiety Disorder Scale-7 (GAD-7) was used to measure anxiety symptoms at baseline and at 6-, 12-, and 18-month follow-up. Eighty-nine (54%) individuals experienced improvement gains and 39 (24%) experienced a deterioration of anxiety. In line with our hypothesis, patients in the MT group experienced stronger improvements than those in the ACT group. Rates of symptom change were highest between baseline and first follow-up. Neither individuals in the MT group nor those in the ACT group showed a pronounced further symptom reduction between 12- and 18-month follow-up. The results highlight the beneficial effect of both MT and ACT in the treatment of GAD, but also suggest that MT might lead to more pronounced symptom improvement.","text/15a.html_decision1_read",80,2473,55,2304,4,5,2531,3,4,1430,81,1986,56,2440,0,1115,40217,NA
